
n:1
1360;2588;2631;1906;1312;1733;1445;1728;1528;1099;1595;1874;1766;1299;1653;1796;2078;1956;1726;1709;1275;1691;2003;1190;1650;
n:2
3598;2782;2019;2797;2765;2480;2504;2144;2554;2685;2111;2823;3115;2844;2016;4513;1998;1850;1929;1822;1857;1877;1977;1885;1728;
n:3
13448;3971;4941;3839;3872;3976;4063;4065;5152;4455;5362;6145;3788;3965;4040;5085;4365;4191;4149;4671;4230;3939;3932;4280;4297;
n:4
11672;13287;14455;8673;9088;9468;8454;9581;10065;9047;9988;11102;14304;14672;9882;9733;9344;9875;9651;9012;9893;9188;9437;9171;9534;
n:5
24812;24155;25173;23438;23906;25439;24626;24736;28734;28190;34372;37446;34279;26403;59633;46355;26344;35309;31997;24455;24611;32503;33801;23247;32987;
n:6
96673;100979;102006;103536;108075;105592;97414;76278;71718;97959;93299;100331;104293;102703;106570;104661;105163;102217;100839;110092;83516;66176;67940;66586;65418;
n:7
176250;239667;282898;280522;184019;224007;223669;192147;177105;180216;231709;241264;306235;251412;273981;229268;258255;234111;243309;293762;302830;263079;297896;240209;285943;
n:8
610259;577873;525970;638790;553424;518045;533529;536970;502935;537398;524333;527629;513953;537022;517439;510369;558265;511166;600255;545486;623253;492584;534997;539499;515844;
n:9
1445355;1400436;1540504;1985861;1528848;1571970;1489310;1557410;1765647;1544917;1818765;1481732;1460878;1572573;1634761;1488591;1718820;1623212;1474281;1610952;1575491;1662436;1716361;1608165;1604080;
n:10
4508810;4994796;4544385;4546003;4718757;4579624;4422077;4940873;4498309;4305631;4429998;4691447;4297296;4552838;4890998;4859614;4021944;4507118;4336571;5105232;4097765;4392278;4508749;4279206;4541947;
n:11
13883231;13820248;12979686;12787440;12737471;13482687;12750747;12665201;12452015;12750415;12562797;13010232;12612476;12743728;12753957;12472907;12331109;12724634;12171786;13467021;13255177;12984744;12468229;13024395;13092735;
n:12
40067015;38059722;37534523;37079435;36964726;36504068;37143615;37503524;36729558;37848080;37576522;38295796;39955356;38007425;38093123;43561400;36592772;38210075;36433577;39586845;38400785;37105121;40063556;38626637;37489830;
n:13
110809416;108624907;113652752;114629776;111134291;113773200;112054509;110356510;111642991;109398932;111209867;106326211;114264558;112366356;113800343;113170036;109730588;114739286;108998171;113527088;108203672;110386366;113007541;109448094;111801655;
n:14
328006827;311833917;319948320;324924969;324017795;336090066;324277746;306772140;336887252;332551206;326447955;338524437;322087804;327859984;320349184;337712709;324223676;335760103;333327803;333836207;327430695;339034265;327898495;328909683;330643990;
n:15
1027759736;981028978;989705896;969489947;947379734;969362631;1020689711;974559856;978606208;968587398;976059180;971095917;973626524;996105429;1014165875;982307813;978610896;988936029;996785557;952794334;1009840139;988281150;973590430;1003719161;1008798121;
