R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,
37521028,35115394,36407661,33882714,33549304,33766881,35020350,34391667,33891453,33614468,33592311,33804100,33791774,33643304,34588773,33657882,34908041,34215499,33652407,36361341,33607180,34248392,33872290,33676353,33676752,33808060,33758711,33685309,33687340,33607775,34804197,35248329,35212176,34683575,33754704,34910128,33795537,33672716,33884709,33544853,33752932,33896962,34262002,34649177,35085648,33896156,34878985,34652114,34900990,34994913,
38634650,35491860,37048527,35443311,36081801,34982810,35658085,34900338,34995248,36216840,35083616,35043136,35277661,34952119,35071821,35115489,34695158,34786435,36813423,34905689,35219608,34786986,35081923,35016730,35127100,34745976,34588267,35075499,34905351,34934705,35016785,35231404,35033037,34924111,36644164,34923028,34894264,35065548,34737385,34710497,34777743,34900361,34964007,34750045,34930946,35074839,35378387,34973817,34837656,35046585,
38918178,37883772,36615010,36477162,37563492,36348860,36689338,36644259,36660221,36617760,36769844,36851942,36583777,36796816,36663011,36491626,38594141,37568102,36825891,36862506,36334378,36709575,36601881,37687517,36491985,37552134,37412085,36455609,36695490,36296764,36444185,38593469,36887936,36654218,36318228,36360839,36617914,36267928,37669743,37736617,37543797,36784812,36407594,38058316,36782663,36476905,36531459,38709883,36740869,37572111,
40978938,38138636,39398707,38176393,38252737,38052264,37688403,37909552,38208675,38033155,38226430,38177636,40922349,38073468,41105990,38054353,38336639,38040356,38265818,38106863,37981932,38573100,38053172,38119604,37899022,37960489,38342106,39838578,38197580,38339463,38101474,38355705,37994915,38116161,38041127,37998516,38168776,38410126,38272463,38109111,38344794,38469188,38180803,38032603,38124065,38362750,38048153,38563360,37917691,38159796,
42263463,40937946,40552390,39333211,40753024,39692257,41103754,39536659,39394821,39518177,39684249,39316402,39585014,39557529,39613371,39591552,39416289,39477833,39755635,39183428,39725034,41934000,39652709,39472416,39838734,39470377,39675832,40965995,39426323,39463010,40883377,40021181,39670491,39364936,38920210,40568193,39399257,39498111,39688182,39710287,39491419,39521213,39628429,39582796,39514460,39851650,39282644,39598723,39510369,39524963,
43742591,40968927,41264894,41317122,41306616,41052346,41504042,41396174,41211287,41162890,41152684,41240566,41181438,41319349,43155203,41497500,41466254,41391132,41162275,41601605,41620033,41036907,41367151,41881220,42211133,40917966,41553644,41527746,42383886,41372046,41064642,41459839,42109806,42329930,41613780,41579645,41503874,41043321,41225387,41402498,41140171,41897248,41066934,42390831,42290052,41208966,42052231,41330791,41848886,42159406,
46729007,44424337,44265608,43148297,43700092,44534340,42646519,43278107,43001199,43221046,42821771,42852077,42929722,42914486,42806587,42967296,43191291,43120727,44162488,43169402,43103565,43090967,43107545,43477942,44046878,42953844,44315354,43196872,43204514,43028649,42860961,44187192,43066050,42862061,43034098,42816470,43190230,43154432,43364244,43161399,43165581,43270711,43320192,42874682,47923350,44954680,42951615,42913833,42983115,42842254,
46785513,44663834,44894487,44836366,44819070,44702118,44678641,44815174,45551827,44480201,44452462,44900121,45092815,44653573,44621491,44570136,44990558,44903399,45404918,44714164,46155379,44873444,44715423,44582698,44621810,45557562,44435806,45052631,44547443,44362476,45511793,45001989,44560621,45646289,44805850,45382827,44468159,44780379,44920116,44876426,44818267,44947995,44467835,44857122,45264878,44547635,45331167,44652863,44817720,45062050,
49307040,46361833,46152910,46598783,46815029,46166694,47410436,46885970,46640068,48066225,47415325,47353528,47204834,48100046,46717795,46853693,47525325,46614302,47498724,46357681,46513320,48004025,47946528,46472446,46298757,46507990,46456000,47445659,47115972,46973698,46765726,46454824,47925810,48335790,46635616,46328428,46435605,46727006,46737908,46462065,46645541,46573895,46477624,46588118,46677606,47278984,46824643,46838534,46424393,47753337,
51140396,48679375,48703846,48651315,48792039,48437377,48254791,49401786,49017186,48543192,48289497,48356485,48201572,48274426,48576695,49391994,48364376,48734487,48825812,49681613,48887111,48172819,48469076,48700302,48533026,48521100,48379760,48398203,48472046,48344207,48487477,49418875,48444579,48665128,48495000,48782531,48630514,48289352,48419973,48557880,48406313,48655774,48406472,48278090,48190609,48235905,48125431,48728734,48616366,48659014,
52974129,50529726,50269017,50646541,50185577,50217069,50583186,50641280,50325613,50112073,50618873,51743248,50110152,49944846,50732692,50451472,49856083,50113001,50247607,51132097,49939774,50845001,50625289,52273082,50192371,50637434,50284780,50484004,50377231,51523608,51211651,50034735,51110459,51099619,51837577,50065879,50278692,51302977,50244536,49728473,50541670,49774305,50643165,50436484,50139379,50009288,52070296,51173923,51768456,51006930,
56487030,53223741,53450249,53290411,52906345,52204718,54484919,51778910,52284976,51892644,53315091,52041362,51989274,52568298,52255611,53226166,53802858,54052732,52328415,53011547,52672270,51988402,53522336,52844762,53103135,53116617,51787369,53038666,52931334,52447277,51824695,52688521,52809661,52789469,52431263,52057802,51711263,52556125,52115911,52842015,52277177,52246726,52533163,52246779,52147105,53801929,52124105,51851536,52594614,52056388,
59034916,55030751,54726676,54974164,55179994,55075270,55606723,54651197,54522687,55104427,54689649,56719076,55548041,55177118,55539542,55361350,54617380,55727795,54945716,55034436,54714969,56596461,55342462,55455098,54622750,54702623,55074498,54688100,63481020,54951100,55694468,54846378,55729259,54751720,54848091,54742027,54385297,54946989,54859275,54472482,54425753,55664392,55113857,54622442,54387171,55409599,55276411,54558126,54875811,55518842,
58261445,56473541,56020569,56523274,55768323,56033176,56805650,55726329,55875416,55837993,55969044,56094669,55864355,56861165,56004438,56141298,56207261,55567684,55635738,56055306,56050826,56103396,56089078,56613251,57207890,56396924,56098585,55958719,55931784,55961941,56366078,55980819,55897720,56390414,56884361,56072747,56095526,55709490,56354042,56211516,55892086,56392746,56152161,56240568,56934212,56004814,56591180,55501021,56964697,56753093,
60349454,58300198,58550533,58248693,58524715,58518259,58489946,58043402,58591908,58251778,58884825,58363975,58030171,57965608,58565853,57675464,58239810,57919423,57860046,57740041,59076106,57915076,58194193,57632227,57957764,58072763,58136640,57969313,58001590,57942807,59478801,57819352,57707765,58109858,58128629,58682609,58010955,58222533,58492386,58172591,59634375,57440673,58089018,57855998,58281862,58596676,57729283,58955371,58317799,57570149,
62449694,61159904,60361531,60632906,60059532,60422912,60653338,61043037,61717388,61913062,60719347,60827860,60487872,60856952,61912039,62084575,60862452,61468862,60589779,61622045,60597441,60495263,61258806,60600072,60508822,60972591,61954104,61092523,61506994,60515029,60959959,61250816,60792977,60414782,60516864,60558468,60453838,60839274,62627258,60240826,61538397,60547415,61423209,61734727,60701874,60624260,61630391,62433725,60636657,61327716,
66428346,62912048,62540446,63038207,64083097,64544834,62917430,63256458,62451034,63223698,62959211,62464785,62509383,64214106,64139375,63514662,64759269,62782375,62998328,63946304,62554178,62833571,63057537,64026034,63483196,64351904,63823343,64119163,64157271,64532135,63861563,64392718,64086615,63923875,64867072,64637275,62837508,62212379,62824346,62326597,62353188,63095301,62543729,63516829,62559377,62479916,63879108,64024855,64160055,64110420,
68912318,65283586,66630745,67396032,65427556,64387881,65376329,64202644,64271449,65037770,64668508,65699110,64289827,64852720,64845940,65214717,64668989,64961689,65387230,65380166,65959408,65520709,64881082,65394662,65388896,65074483,64615785,65572372,64726521,64820451,64465406,64586455,65377851,64699515,64856230,64800325,64576091,64384922,64387936,64901342,64681437,65647449,65311662,64572429,64363241,64597922,64654110,64371790,65002324,64062023,
69781908,67003758,67473389,66737168,66861481,66644013,66310299,66649201,67390519,67227303,66958403,67340587,68310392,67202896,66392361,67337021,67045038,69092237,67392873,66778509,67062192,66542875,67072654,67067439,66703420,66712285,69185706,67745195,67031339,66843955,67641848,68003481,68192484,66791897,68711179,66882177,68348221,67310383,66808378,68120305,66692789,67288742,67107280,68003173,66712878,67124084,66488820,67054358,66250352,67236603,
73229640,70282318,72594201,71462311,70512198,70379951,70096167,70768575,70984907,70001670,71646670,70217434,70397878,70145945,70455840,70956199,70214448,70220741,71125366,70856273,70754661,71208364,71274338,71390772,71960587,70691563,72417057,71466648,71522736,70576717,70101591,70827774,71074905,71000969,70589545,72190708,69965809,70285119,71185842,70526895,71597971,71310905,71575314,72485546,71651515,70638418,70407768,74773848,79014597,70239521,
76260179,73733151,72126036,72277301,72423108,73080979,72414368,72142057,72592590,74211862,71993176,73416102,72620000,71906704,73571269,72250403,73344998,74604012,72623996,72239932,72081256,73310821,72354547,72973876,73239281,74189647,72357592,71951083,72050041,72256795,71652763,72579739,72081064,73641617,72475728,72151932,71925729,72396345,73470322,72468396,72130155,74379915,73050583,72431226,72381489,73421957,73049112,72385373,72033574,73511819,
77714342,74647525,75334535,75199641,74471574,74267944,74016314,75397970,74526001,74533552,73865155,73926295,74265414,74545561,74697440,74834723,74525881,75163015,74415178,74978436,74119104,74510983,74299013,75020384,73818157,73901225,73974607,73834806,74106502,74320985,74452419,74805730,74510567,74321125,74637049,74419565,74572666,74232899,73830292,75299872,74193375,73939822,74512504,74478455,74246384,74863865,73929395,75591620,75272188,74776504,
81495532,76497879,78038995,76921377,78968354,77076555,76832089,77120285,78369417,76547662,77230059,78362828,77676863,77613984,76938489,77445158,76651650,77462127,78012148,77921916,78008701,77142434,76625134,76470552,76983999,77143003,76712873,77906745,76945266,77217385,77109719,76813039,76771335,76652003,77209503,78864813,77901099,76893108,78372538,78437885,76878612,77545888,78173712,77672274,77080278,77102146,77056453,80218247,77146535,78127100,
83174102,81445937,79989301,80055698,80387873,81735914,79907418,81694883,81264336,79660172,80457244,80613919,81386876,79710337,81192659,80468953,80130622,79990453,80039837,79628543,79661856,79831335,81354433,79651831,80454174,79475749,79695242,80331340,79602965,80401444,79903144,79259230,79142285,80636538,79862413,80410877,81654879,79679570,81104953,79815445,79505445,79856442,79599974,80037721,79534468,79350097,79819683,79455312,79432969,79952521,
85908732,83537439,83320881,83564504,84655355,83438864,83189402,85078185,83301142,83535947,83437916,84021526,83393784,83084895,85656148,83355600,83751710,84599663,83602806,83095545,83541965,85263904,83791365,83878289,83134853,83242616,84328225,83892494,85073614,83519245,83945007,83896566,83524704,83408363,83285630,85303483,83050683,83839643,83517341,83391608,83243812,83760913,85136915,82697612,84441433,84010378,83932955,84905277,84773237,86189052,
88105495,85232315,84729922,85200126,85707845,86352241,86197319,85495287,85533686,85125288,85878791,85417268,87098701,85545487,85781210,85231413,85244953,84881405,85558864,86674454,85088102,85184082,85075310,85498933,84930013,85442740,86370828,85082099,85983822,85869499,85313770,85722507,85717579,86587949,86360767,86136398,85057842,85601964,85367630,85773625,86739907,85223360,85617479,85383495,84844185,85256070,86292871,87050972,85021767,85388853,
90307985,88163955,88946132,89873745,88353299,87623356,87827220,88730399,88186117,87829126,88431595,87407344,87831200,87607234,88191657,87423665,87856518,89134057,87258459,87695468,87597386,87142158,87112461,88231433,88152319,87558044,87759078,88295086,87819938,87933554,87390787,87750175,87629077,87243941,88172064,87179187,87925104,88148198,88327183,87791272,87590417,88090930,87700594,87353351,87590337,87217631,87738176,87094164,87602569,87859669,
94468554,91748357,91527663,92443152,91739914,91175962,93137494,91167823,92094122,92280771,92149151,91401988,92452569,91728207,91957993,92495161,91743640,91858643,91834294,92895710,92679452,92547162,91723713,91551229,91350528,92956382,91581885,91762217,91742186,92313929,94732166,91911788,92308898,91508049,91947762,92122200,91239068,91819900,92512482,91519368,91933115,92547371,92025377,91205712,92901866,92349404,90906388,91169802,92091315,91229347,
97431880,95187290,94053296,93712156,93475610,94113626,94309805,95100645,95294445,94540676,94426769,93809260,94325568,94919845,94365087,94179887,94176877,94345466,94337657,94756790,94255557,94014600,94965235,93765120,94177614,94119614,95541976,93948101,93845478,94348891,94787017,94428718,95391989,94037895,94384081,93744153,94643535,94277082,94931515,94069776,94690777,94483963,94375317,94317148,95325272,93738223,94095870,94016383,94431197,94115329,
98950368,97041787,96975799,96627272,96365336,95741191,96509976,97320934,95999494,96364016,95772219,96419512,96295756,97775442,95925802,97226276,97326223,96635709,96101294,96270711,96863231,96912325,96686742,96105119,96311839,96773886,96126343,96158753,96049739,96198509,96633699,97171907,97244307,96671318,96313868,96241760,96411680,95855132,96098113,96823527,96840927,96765936,97248579,96927481,96295505,96235808,96539116,95826996,96854454,96308093,
101960211,100016967,99942008,99517402,99322426,100048141,99647625,99481600,98923255,100007573,99449835,100983142,99569238,99981439,99937041,99244366,99477131,100628632,99715539,99825428,100263603,99851054,99640229,100043547,99126074,99168249,99919679,99723427,98847648,100511268,100106520,99487060,99696329,99665125,99119560,100760175,99625375,99336685,99843823,99285045,99988136,100133985,99510015,99699956,99200772,99760899,99567116,99835183,100369008,101207971,
104952200,103286917,102277657,103764167,102798506,102612362,102776790,102717900,103471685,102602723,101939290,102286523,102252823,103467423,103483064,103512244,102582627,102530888,102073121,102438040,103678938,103662895,103276130,102332540,102902246,103063305,103837473,102544007,102986961,102449699,102212102,102986335,102322534,102652622,103191966,102632633,102880762,102901119,102498193,102303237,103053466,102148057,102764049,103573588,102262181,102473465,102727528,102550545,103196506,102653690,
107897260,105592145,105643963,105570856,106611073,106011813,105858682,106422087,105573354,106013919,106202008,104858094,105697816,106631182,105064809,106805659,106102348,105724496,105851905,105572535,107287711,105402743,105943700,106436946,105463331,105967659,105523604,105882027,107596062,105343645,105664243,105245536,107561614,106022557,106185276,106037413,105315955,106480670,105425391,105940651,105116993,105961209,105651471,105064931,105266943,106119379,106147110,105367858,106039406,105454952,
112587968,108802178,109245637,110277498,109373841,111192441,109776732,109595460,109161141,108947471,110058812,109816464,109599153,109007635,109256143,109213333,110559936,109970198,109546136,109649270,109577617,110314295,108997883,109069527,110095472,108991334,109528080,109386426,109781411,109773208,109277032,109260623,110643600,109171444,109808652,109608334,109271746,110701413,109331027,108801788,109480987,109724937,110128581,110945703,109035215,109762781,109289251,108774546,110495553,109374525,
114144770,111829020,112645030,112744567,112599246,111731411,112482217,112619969,112070525,112989808,112222168,112615172,111903272,112304041,113760666,111803779,111904721,112478251,112350697,112913271,112280461,112513900,111922614,112224477,113532784,112537000,112507894,113079362,112973103,112900939,113934308,112458927,112947524,112495480,112429366,113513395,112263959,112996398,112452089,112567170,113084838,113102481,112462639,112410397,113032879,113545998,112711681,112720667,112681315,112643602,
119943674,118109839,117467177,117863907,117436968,119312258,117455306,117659534,117107696,117767025,119488230,117500584,117331974,118125352,118297052,119184098,117328072,117919472,118018318,117434382,118480850,119022029,117249470,117597505,117250487,119557668,117540980,118896578,117658267,118066698,119152034,117497109,116855310,117921237,118066047,118792278,118441438,117933329,117111513,118426691,118931374,117355400,117085915,117665506,118070009,124426760,118155595,118364363,117798639,118178326,
121413060,119105974,120571784,119681042,120217034,121484236,119249915,119787122,120057319,121177456,119860756,120003405,120119208,119618375,120833756,118881724,119774100,120180172,119963456,121247544,119862871,119773960,120482187,120625899,121140943,119794774,119711049,119804901,120188457,120542279,119644790,119957138,119869850,119922652,120592518,120332537,119711329,119852500,119495267,121027279,119704790,119830762,119446351,119582884,120633505,119851324,119858625,120210704,120330174,120772991,
123812546,121802041,122095963,123387839,123227407,122725522,122840286,121803610,122368289,123450221,121838428,122702637,122327142,121805151,121824636,122385829,122386532,122079690,121641254,123529186,121741245,122464721,123291622,121601661,123000388,122672675,122323837,121638608,121890029,123343436,122494582,122046487,121421433,122417521,122591445,121265857,122175274,121606133,122456379,122531113,122054294,122195143,121435428,122572442,122171844,121581096,121497788,121960869,122298114,121768592,
128524592,125950460,125127342,127590506,126498550,126271143,126613610,127822563,126302263,125521261,126587063,125888659,128260590,126567857,126646212,126181324,125614508,127707621,126012739,125702440,125801459,126964556,126653858,126608813,126734064,125962931,126539422,126155023,126316607,126227906,125966208,126984685,126434315,125366178,125930997,126472106,125693343,126038967,125630038,125937382,126123919,126278374,127732562,127230250,125805941,126387320,125543614,126692919,125860240,126103216,
132182845,129997881,130129683,129659678,130158287,129222222,129595307,130142995,129545454,131170132,130065691,130309938,130068813,131224103,130180386,130021198,129514110,130439384,131181740,130231966,130405396,129755162,130761348,129276246,129691505,130162538,129845373,130687844,129902997,129607226,129453302,130406563,129793215,130351308,129706326,130017563,130896192,129876886,128988871,130178259,130339272,130719849,130826411,130386872,130219663,129906177,129725264,129744825,130200025,129510354,
137874405,135008537,135826831,135161663,137368491,136282907,135928668,134936807,135804791,135232259,136049567,134706500,134662150,137019141,135187712,134663643,135049031,136056793,134062819,135388894,135658104,137168232,135248156,135368561,136528689,135003931,137671640,134465335,135184829,135255219,136772545,135108136,135151459,134546284,136708673,134430105,135354817,134781101,135312190,134211717,135858422,134909399,135091234,134162067,134798543,134579899,134670594,136648313,137097848,134734172,
142333496,139362820,139079976,138684182,139620167,139427823,139389259,142570766,139693481,139609132,139651178,139479735,140392760,139383533,138970332,139086188,139413935,140633095,139764008,139512993,138306269,139524913,139536601,138284543,138591861,140060439,139874312,139007658,139183300,139332862,139175714,138954369,139334444,138787100,140177980,138778518,138306920,138873545,139895015,138933748,138825428,138347243,139260049,139048475,139192624,139163116,139178690,138826607,140412865,139871872,
144974521,142628493,141968803,140789373,141301524,141747380,140630628,140659844,141416601,141587446,140888024,140874507,141709760,141982706,140888145,140775538,140619480,140844228,140526534,140144030,140652638,140509705,142236031,140855326,141162444,140706070,141855047,141082233,140787527,140242176,141032073,140633451,140969372,140590445,141362341,140651005,140583865,140837548,141667212,140736876,141185238,140726145,140944875,140178915,140555841,141259033,141194265,141375733,140225989,141398851,
149092467,146684793,146426025,146435251,147291435,145849029,145873603,146298789,147674199,146368633,146293420,146029995,146940669,146217905,146254211,147104637,147470364,146751074,146357845,146417200,147845177,145830511,146221302,145983116,146917381,146662694,145612380,146952597,147856450,145708914,146374731,147073863,146591871,146424429,146919524,145757323,147463974,147545115,146993675,147389507,147475650,146101872,146627602,146663687,147413436,145730142,145754362,146404405,146607652,146792087,
152655187,150607961,152852642,150254151,150268908,151875158,151449540,151222135,150502265,152249449,151232549,152319176,151118405,150937684,151472829,151400941,150459332,152187679,150343406,150768757,150900509,150941455,151091879,150855268,149777754,150353181,150082013,151060392,150612472,149849427,150599506,151167632,150305340,150261729,150562772,149022086,151169628,149898510,150848716,150312688,151021811,150210072,150198027,150791874,149425091,150964743,149615857,149614373,149603772,149699326,
154860131,151930924,151942160,154108910,153416038,153101979,151928582,152486424,152470581,153231257,153890626,154830731,152635550,152367302,152333340,153380890,152102550,152256696,152156845,153017911,153277266,152931961,152215140,154258773,152351330,153128112,152467877,153957030,152344568,152434410,152799428,153503826,152104197,152610330,154197201,152232173,153961770,153056040,153452036,152618235,152731956,152516450,153288273,153262209,152576856,152650470,153821295,152847558,152632779,153002958,
158938155,156908946,157301722,156647669,158104252,157034872,157100062,156922233,158463451,157321857,156787232,157302488,157226519,156957021,157083145,157967361,156295788,156823570,156573740,157769159,157311305,157764305,156218388,156389245,156045936,155723363,156163640,157553269,156754577,157577176,157697540,157576021,157861561,157177159,157191713,155644268,157234686,158011201,157146790,156801841,156844660,156243718,158002655,157160349,157278404,156576464,156391399,157151764,155737454,156690071,
162286347,159788905,160259480,160755740,159352668,159972097,160361957,160610393,160133730,160514024,159636677,160916127,159427377,179577106,179977914,174885626,159972997,159787501,161109291,160819416,160187092,161901056,160593212,160487393,162052335,160600139,160216232,160469125,159705576,161665926,160542266,160299804,160562079,160358081,160114791,160902164,160554516,159309592,160329893,160629364,160743072,160377655,160372328,160308714,160460301,160788714,159577153,161838516,160170128,160988667,
169154534,167703722,167503239,167342894,168118228,167285328,166732192,166574744,167510328,167056256,166795494,167238990,167826415,167662794,166501776,167176491,167149701,167097571,168028277,167298828,166806673,167035012,166482061,166591236,166314562,167178677,166013380,167367340,166373977,167218123,166902465,166711911,166483681,167556328,166938009,167622239,167182347,167115997,167820989,167206553,166589378,166525146,166904838,166470240,167584650,167973669,167452846,166892369,167611810,166748326,
174632665,173614174,172355382,172195862,172022982,172231533,173626527,172754257,172117496,172952439,173784299,172772620,173160338,173396775,172851046,172156291,171726696,173676475,172750248,172718246,173374490,172218936,173423651,172259982,173799209,173292053,173422824,174330166,172713275,172410100,174264063,172630438,172251757,172423264,172842211,171688097,172636679,173405578,171907087,171790372,172499795,173743663,172053666,172272851,172061698,172263994,173329839,171866306,173126450,172667593,
174486642,174163840,173056676,173238004,173853709,174360306,174086448,173865059,174303312,173827260,173544462,175022048,173302894,174536211,173809049,174773070,173208264,173362777,173273360,172792342,173552554,172767233,172726872,172786716,174538293,174123272,174274214,173335992,173474084,173482356,173739494,173715070,174510349,173473477,173181884,174848191,172841385,174070247,173830966,174431544,174420655,174087147,172784107,173929359,172844205,174274742,173275345,173432206,174603491,172449971,
180199231,180511895,178115063,179535769,178277375,178118093,178535247,178114634,178519833,178689915,180242951,178107223,178077324,179399357,178867748,178402765,178543331,177599699,180975636,177533007,178377474,178486361,177956426,178390123,178843356,178993650,179089967,180433953,178141539,178911621,178881963,178256716,178460283,178874984,177923351,177664979,178594526,177930341,177839191,178367843,181591727,177864728,177724344,178648395,178171088,178592494,179289687,178651888,177331053,180517851,
186008480,183318179,183852419,184304121,184149460,183641464,184364670,184535285,184539367,185520266,183692256,184556255,186364698,184945411,184879213,183987276,184333555,183900427,183749816,183547733,185135928,184497041,183509904,184825998,183836355,184987443,183747970,183957787,184624313,184628658,184838396,183819612,183956634,184069670,184306934,183638511,184035135,183298963,183534485,184454772,184716543,184804189,184078085,183036253,185063406,184691024,184434620,183465764,184669612,184227971,
191177694,186208408,186630341,186680726,185733804,186332693,187092902,185812695,187572974,186648754,187875696,186832387,188074404,187267735,186722161,188435405,187700772,186129889,187071691,186141447,187027043,185406454,186956088,185603291,186297499,186733771,186746826,185519274,188533974,187259567,185567693,187435916,187516412,186425029,186694884,186328885,187384909,187089820,186277312,185640813,185471394,185927089,186495547,187096151,188423127,186427873,186906719,186504065,187105144,186007149,
195863625,192075602,190923048,191793475,191857657,192062146,191341221,192813487,191200374,191640462,192600158,192286463,191638295,191465832,191647425,192495372,191859200,191671580,191762459,191694637,192494072,191410840,191449206,192294912,192360087,191467816,192529369,191998177,191459005,192071502,192725718,190711686,192716453,192468969,192434920,191277671,191790726,192513477,191733235,191948018,192119281,191908585,191526363,191488750,191586851,192133943,191940235,191823995,191751264,191907761,
199785956,197737917,196104897,198964084,197851412,197654529,198730826,198160597,197478554,197833917,197497397,197503770,198725492,197526460,198700290,198911963,196630254,197243358,198190266,196542809,198313666,198298516,196559762,196775959,197788720,197270346,197674477,198339543,196823021,197834008,198702530,197300007,197168497,199162680,199074982,197805289,197872322,196227894,197812346,197174533,197129072,196527228,198074945,197099059,197563049,197889659,196538847,196185903,198031439,196988103,
206176072,205501144,205858983,203594012,205920197,204683941,204037991,204067324,204679839,203341191,204264727,203152412,204200950,204762861,204635926,203126852,204015766,204101018,205048383,203828553,204277361,205677121,205372012,203578510,204669839,203490385,203576882,204081425,203443033,203688976,205235237,203161439,204536294,204178930,203621796,204117885,203650679,204734109,203797144,203661891,204085269,204357229,204143147,204462774,203860422,204230129,203795261,205503269,204610428,203488466,
212922331,207958537,209996755,208663220,209558857,209321805,207937789,209360696,209778898,210432134,208877781,209746662,209905326,209064433,210748158,208547290,207811685,211244097,208883167,209387693,208824541,209785074,209159649,209358757,211395203,212740542,209108498,209605260,211316738,210608998,211612871,213013490,210504468,209563620,212681718,209049148,210280444,209649027,208887608,209101104,209345811,209588825,209573091,207675325,208882647,209533046,209671563,209848391,208774022,209832337,
212875365,212764720,212204644,212235946,211672351,211328037,210983049,211612681,211333360,212217952,212788832,212634983,211617192,212554466,211929699,213212364,212071527,211924968,212982565,211918850,212208479,211028126,213215065,213155968,212362191,210818849,212480981,211325943,212151235,212046410,211425976,211415021,211420501,212824578,211829814,212502675,210956211,211280034,211212530,212024109,211362783,212057806,212552852,212550729,213154484,211215554,211849176,211648024,212783570,211696375,
223420089,219113148,220672660,220033511,219710009,219924557,220309951,221229606,221701282,220289399,220347960,219890002,219730350,220435182,220308104,219969095,220908883,220039702,220340679,220370244,220243701,221900790,219616280,220124946,220762316,220966496,221898270,222227938,221667798,220252840,221157890,220108808,221120330,221686177,221733641,222927210,220821920,222533616,220929534,222330531,223880684,221166543,219028978,222253035,219124413,220179813,220620573,220346692,221058091,219765339,
