
n:1
1303;1186;1810;2046;1865;1067;1111;1389;1437;1507;1288;1285;1359;1525;1581;1478;1358;1818;1387;1315;1308;1613;1066;1050;1384;
n:2
1840;1723;1275;1604;1249;1849;1227;1170;1293;1415;1142;1166;1424;1691;1896;1912;1602;1518;1616;1822;1156;1534;1661;1095;1608;
n:3
2279;1764;1694;1348;1954;1617;1645;1791;1612;1448;1499;1948;1938;1700;2110;1632;1473;2137;1999;1243;1262;1765;1969;1424;1444;
n:4
1507;1374;1330;1388;1442;1911;1628;1659;1473;1823;1891;1598;1446;1569;1731;2175;2216;2494;2281;2038;1928;1560;2080;1954;2499;
n:5
2112;2566;2410;2949;2448;2518;2372;2446;2036;2202;2033;1995;1983;1447;1686;1827;1559;1802;1626;1411;1909;1596;1709;1329;1678;
n:6
1589;1465;1728;2885;2746;3029;2207;2257;1969;1762;3195;2202;1958;1839;2228;1599;1785;1823;1573;1778;1902;2322;2696;1853;1701;
n:7
2621;2799;3384;2132;2084;3623;2479;2017;3754;2797;2650;6682;1773;2345;3274;3522;3805;3356;2129;2918;1874;2397;2033;1858;3614;
n:8
3211;4820;4658;4331;1988;2605;4392;3038;2382;2882;3610;3732;7683;3711;6612;4044;6735;1844;2824;4853;6029;4307;7466;6000;5339;
n:9
5923;3183;5164;7061;3016;7075;7283;6479;10366;16538;6260;5451;5448;5419;5971;9882;8992;8531;3929;3326;8726;4749;4169;8949;19114;
n:10
27854;8353;3952;8383;8011;4414;11652;7087;6472;6894;13068;6810;8175;8329;18651;12001;6906;23171;14406;10768;7747;5197;7974;9683;24659;
n:11
12759;11614;62956;14646;6005;9692;9008;20732;8643;16693;9694;15939;7302;11541;17344;20170;6154;11310;8511;20803;6465;7277;13790;12466;7731;
n:12
22896;9224;35343;15956;15897;17870;12113;14924;26398;49029;47364;41000;68111;16358;31266;9220;37187;42901;25047;19996;13875;12341;15228;39670;17606;
n:13
88110;22146;19672;40097;64139;23452;27003;23272;90741;14340;16254;15003;22863;27478;23715;26662;20861;24089;57364;62123;42892;26380;17116;55502;52483;
n:14
61808;71214;55095;23121;112253;109601;56267;27590;28468;35364;83008;83135;54476;15725;22811;64817;30796;38824;20612;58104;70882;21299;73482;34430;5708;
n:15
148864;52915;37675;100258;103004;97906;28586;72323;112789;34810;81071;62642;37495;67495;128566;145618;169949;119459;42170;97261;20279;147233;50494;59718;127835;
